filepath,filename,class_name,label,duplicated
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147533-1.0-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,090C15A8-5406-4EA5-97A3-81F6527227C0-1430147582-1.0-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1430742197-1.0-m-04-hu.wav,0D1AD73E-4C5E-45F3-85C4-9A3CB71E8856-1430742197-1.0-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\0F4B1065-4012-47C8-88B7-ACE11B1A536E-1430038775-1.0-m-04-hu.wav,0F4B1065-4012-47C8-88B7-ACE11B1A536E-1430038775-1.0-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav,0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760379259-1.7-m-26-hu.wav,0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760379259-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,0c8f14a9-6999-485b-97a2-913c1cbf099c-1430760394426-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185441581-1.7-f-26-hu.wav,0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185441581-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,101c6709-39fb-44dc-b905-7cbeed5714a2-1434361963544-1.7-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848060-1.0-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848070-1.0-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881489-1.1-m-48-hu.wav,11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881489-1.1-m-48-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav,1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143644843-1.7-f-04-hu.wav,1259bcad-2308-46fa-9a36-b5d8f359886a-1430143644843-1.7-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143668806-1.7-f-04-hu.wav,1259bcad-2308-46fa-9a36-b5d8f359886a-1430143668806-1.7-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1309B82C-F146-46F0-A723-45345AFA6EA8-1430059849-1.0-f-04-hu.wav,1309B82C-F146-46F0-A723-45345AFA6EA8-1430059849-1.0-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav,1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav,177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736358754-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav,177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\189b78c6-9e78-43f2-bcb8-6cc8a462f4dc-1430807938301-1.7-m-22-hu.wav,189b78c6-9e78-43f2-bcb8-6cc8a462f4dc-1430807938301-1.7-m-22-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\19aae3d1-51c6-4ffb-aeb8-efb6ae7ba83e-1436861395462-1.7-m-48-hu.wav,19aae3d1-51c6-4ffb-aeb8-efb6ae7ba83e-1436861395462-1.7-m-48-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav,1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333-1.7-f-72-hu.wav,1b381a1e-88a6-4a48-b889-a5ccdf0aacaf-1430299568333-1.7-f-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979603276-1.7-m-72-hu.wav,1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979603276-1.7-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\20E2B5A0-40A4-4FD8-8935-AFD1DB833510-1430127670-1.0-m-26-hu.wav,20E2B5A0-40A4-4FD8-8935-AFD1DB833510-1430127670-1.0-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209174300-1.7-m-72-hu.wav,218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209174300-1.7-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209252819-1.7-m-72-hu.wav,218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209252819-1.7-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430031235662-1.7-m-04-hu.wav,21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430031235662-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430105653796-1.7-m-04-hu.wav,21c07aff-0a8d-4e74-ad5e-e3c7f7bcb11b-1430105653796-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877933-1.1-m-26-hu.wav,2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877933-1.1-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877944-1.1-m-26-hu.wav,2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877944-1.1-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814730789-1.7-f-26-hu.wav,24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814730789-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav,24f2a4e1-7161-42a3-a2a2-a29a2422c0b8-1430814741368-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav,24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2562ad82-485a-44c2-ad25-f70fce71480b-1430045593479-1.7-m-72-hu.wav,2562ad82-485a-44c2-ad25-f70fce71480b-1430045593479-1.7-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2602b7c2-e96d-42f6-9767-f1ae74925ef8-1431376228657-1.7-f-22-hu.wav,2602b7c2-e96d-42f6-9767-f1ae74925ef8-1431376228657-1.7-f-22-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav,2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav,2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav,2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,2ad6d558-32f2-4bfd-99c5-cbd31ee3bb11-1430064396119-1.7-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056314272-1.7-f-26-hu.wav,2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056314272-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053447333-1.7-m-26-hu.wav,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053447333-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053456045-1.7-m-26-hu.wav,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053456045-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053594259-1.7-m-26-hu.wav,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053594259-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430326171876-1.7-m-26-hu.wav,3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430326171876-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\30c2cee4-b682-4dcb-86b9-7fa6f36f1b66-1430728411287-1.7-f-72-hu.wav,30c2cee4-b682-4dcb-86b9-7fa6f36f1b66-1430728411287-1.7-f-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\31e785de-b0c9-464f-88e2-bd8f1dd5cda4-1433403682898-1.7-m-04-hu.wav,31e785de-b0c9-464f-88e2-bd8f1dd5cda4-1433403682898-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,323cab80-2551-4a46-8c3d-62c7a5264afa-1430382588301-1.7-m-22-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\36f1b3ec-3d2a-470e-af6f-0a8cc11b2723-1430237012976-1.7-m-04-hu.wav,36f1b3ec-3d2a-470e-af6f-0a8cc11b2723-1430237012976-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\37105492-58b1-432e-a1ce-ea154425abab-1430744728397-1.7-f-26-hu.wav,37105492-58b1-432e-a1ce-ea154425abab-1430744728397-1.7-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\375308C6-F894-49A5-B246-8C2819E9C6ED-1430416651-1.0-m-04-hu.wav,375308C6-F894-49A5-B246-8C2819E9C6ED-1430416651-1.0-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\376C006E-3664-4056-80D0-7661F631A062-1436930593-1.1-m-26-hu.wav,376C006E-3664-4056-80D0-7661F631A062-1436930593-1.1-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav,39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav,3941D08C-5A97-48A4-8830-091D878137F6-1430099813-1.0-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav,3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav,3BF71DAF-2A9E-4355-89D3-41AC37E94083-1437281306-1.1-f-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859277-1.1-m-04-hu.wav,3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859277-1.1-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859328-1.1-m-04-hu.wav,3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859328-1.1-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122381138-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122381138-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430123758633-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430123758633-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430124221551-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430124221551-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142760958-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142760958-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430142784308-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3c0b4e07-33ec-4d68-a6b2-5f5dcb8cff8e-1430070829977-1.7-m-26-hu.wav,3c0b4e07-33ec-4d68-a6b2-5f5dcb8cff8e-1430070829977-1.7-m-26-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,hungry,0,False
E:\Projects\Infant_Cry_all\infant_cry_classification\InfantCry_Classification\data\balanced\hungry\3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,hungry,0,False
